Event Type,Button,X,Y,Scroll Amount,Elapsed Time,Id
Move,,931.44140625,796.5859375,0,2.359238625,id_20230601194848
Move,,931.44140625,794.203125,0,2.364756166,id_20230601194848
Move,,931.44140625,791.2265625,0,2.372349125,id_20230601194848
Move,,931.44140625,787.6015625,0,2.3806119999999997,id_20230601194848
Move,,931.44140625,783.9765625,0,2.3881710000000003,id_20230601194848
Move,,931.44140625,780.3515625,0,2.39637725,id_20230601194848
Move,,931.44140625,778.50390625,0,2.4045346249999997,id_20230601194848
Move,,931.44140625,772.6015625,0,2.413129458,id_20230601194848
Move,,932.796875,768.9765625,0,2.4239624579999997,id_20230601194848
Move,,934.0703125,766.0,0,2.4287756249999997,id_20230601194848
Move,,935.87890625,762.375,0,2.4413262909999998,id_20230601194848
Move,,938.28125,758.52734375,0,2.444857833,id_20230601194848
Move,,941.33203125,754.45703125,0,2.452875833,id_20230601194848
Move,,944.890625,750.38671875,0,2.4610201249999997,id_20230601194848
Move,,949.1796875,746.09375,0,2.4689463750000002,id_20230601194848
Move,,953.24609375,742.53125,0,2.4772147500000004,id_20230601194848
Move,,958.88671875,738.015625,0,2.4861331659999997,id_20230601194848
Move,,964.52734375,734.0625,0,2.4935928749999996,id_20230601194848
Move,,976.24609375,727.46484375,0,2.5030267079999997,id_20230601194848
Move,,984.30859375,723.7421875,0,2.5152675409999996,id_20230601194848
Move,,993.3828125,719.8515625,0,2.5191298329999996,id_20230601194848
Move,,1004.65234375,715.62109375,0,2.5257737500000004,id_20230601194848
Move,,1008.9765625,714.17578125,0,2.538218041,id_20230601194848
Move,,1017.66015625,711.69140625,0,2.5416441659999998,id_20230601194848
Move,,1025.359375,709.3203125,0,2.5529992910000003,id_20230601194848
Move,,1028.33203125,708.46875,0,2.5577170409999996,id_20230601194848
Move,,1034.23046875,707.39453125,0,2.5687565830000003,id_20230601194848
Move,,1037.8515625,706.48828125,0,2.5738061250000004,id_20230601194848
Move,,1040.82421875,705.63671875,0,2.582214,id_20230601194848
Move,,1043.203125,705.23828125,0,2.590187541,id_20230601194848
Move,,1044.56640625,704.89453125,0,2.599664083,id_20230601194848
Move,,1044.82421875,704.6328125,0,2.606057041,id_20230601194848
Move,,1045.76171875,704.6328125,0,2.6142275410000004,id_20230601194848
Move,,1046.01953125,704.6328125,0,2.6222542499999997,id_20230601194848
Move,,1044.6875,704.6328125,0,2.654481666,id_20230601194848
Move,,1039.6015625,704.6328125,0,2.6626152079999996,id_20230601194848
Move,,1032.828125,704.6328125,0,2.670968541,id_20230601194848
Move,,1015.66796875,704.6328125,0,2.681696708,id_20230601194848
Move,,1007.96484375,705.22265625,0,2.6871457910000003,id_20230601194848
Move,,993.5078125,705.22265625,0,2.6948837500000002,id_20230601194848
Move,,976.34765625,705.22265625,0,2.702941833,id_20230601194848
Move,,960.56640625,705.22265625,0,2.711277166,id_20230601194848
Move,,952.86328125,705.22265625,0,2.7194184160000003,id_20230601194848
Move,,938.40625,705.22265625,0,2.7272554999999996,id_20230601194848
Move,,925.21484375,705.22265625,0,2.735423083,id_20230601194848
Move,,913.234375,704.515625,0,2.743512208,id_20230601194848
Move,,902.41015625,702.484375,0,2.7537510409999997,id_20230601194848
Move,,892.68359375,701.1875,0,2.759546708,id_20230601194848
Move,,885.30859375,699.484375,0,2.769273208,id_20230601194848
Move,,878.53515625,697.7890625,0,2.775601791,id_20230601194848
Move,,872.6328125,696.1796875,0,2.7852740830000005,id_20230601194848
Move,,867.546875,695.16015625,0,2.791824125,id_20230601194848
Move,,862.47265625,693.63671875,0,2.8019970410000004,id_20230601194848
Move,,860.625,692.89453125,0,2.8079615830000004,id_20230601194848
Move,,857.0,691.98828125,0,2.8186981249999996,id_20230601194848
Move,,854.0234375,691.13671875,0,2.824195666,id_20230601194848
Move,,852.17578125,690.39453125,0,2.833970833,id_20230601194848
Move,,850.328125,690.0234375,0,2.84186875,id_20230601194848
Move,,849.38671875,689.70703125,0,2.848391375,id_20230601194848
Move,,848.21484375,689.70703125,0,3.1959109580000002,id_20230601194848
Move,,845.23828125,689.70703125,0,3.2037958750000004,id_20230601194848
Move,,842.26171875,689.70703125,0,3.211687666,id_20230601194848
Move,,838.63671875,689.70703125,0,3.219741208,id_20230601194848
Move,,833.55078125,689.70703125,0,3.2279825829999997,id_20230601194848
Move,,828.46484375,689.70703125,0,3.235918833,id_20230601194848
Move,,823.37890625,689.70703125,0,3.246975833,id_20230601194848
Move,,819.05078125,689.70703125,0,3.252314541,id_20230601194848
Move,,811.34765625,689.70703125,0,3.2599137080000005,id_20230601194848
Move,,804.57421875,689.70703125,0,3.2681863329999996,id_20230601194848
Move,,801.59765625,690.5546875,0,3.2763639159999998,id_20230601194848
Move,,796.51171875,691.0625,0,3.286052708,id_20230601194848
Move,,792.18359375,692.0234375,0,3.2923797909999997,id_20230601194848
Move,,789.20703125,692.87109375,0,3.302087666,id_20230601194848
KeyPress,Key.ctrl,,,0,3.810606833,id_20230601194848
KeyPress,'c',,,0,4.237781999999999,id_20230601194848
